iter	Logloss
519	0.3936057742
520	0.3935071244
521	0.393335667
522	0.3932471182
523	0.3930571458
524	0.3929724129
525	0.3928902065
526	0.3926988791
527	0.3925533586
528	0.392456394
529	0.3923300601
530	0.3922116364
531	0.3920770994
532	0.3918638983
533	0.3916692182
534	0.3915575205
535	0.3914340004
536	0.3913275179
537	0.3911888283
538	0.3910859848
539	0.3909587354
540	0.3908636603
541	0.3907081833
542	0.3905926228
543	0.3903676745
544	0.3902941182
545	0.390172607
546	0.3900623676
547	0.3900105948
548	0.3898624652
549	0.3897701062
550	0.3896296969
551	0.3895157105
552	0.3893609332
553	0.3892721838
554	0.3891837757
555	0.3890765302
556	0.3889824006
557	0.3889031824
558	0.3887767686
559	0.3886632586
560	0.3885699968
561	0.388431488
562	0.3882752233
563	0.3881761244
564	0.3880907898
565	0.3880041806
566	0.3878997862
567	0.3877248524
568	0.3876648866
569	0.3875117634
570	0.3874374792
571	0.3873408337
572	0.387255201
573	0.3870802149
574	0.3869756087
575	0.3868593169
576	0.3867348634
577	0.386583546
578	0.3864902861
579	0.3863855537
580	0.38626619
581	0.3861358136
582	0.3860271028
583	0.385936666
584	0.3858333081
585	0.3857080874
586	0.3856359602
587	0.3855430744
588	0.3854711341
589	0.3853445456
590	0.3852067008
591	0.3850889563
592	0.3850236622
593	0.3849322052
594	0.3848183665
595	0.384715533
596	0.3845820533
597	0.384444996
598	0.3842963108
599	0.3842301249
600	0.3841527274
601	0.3840628807
602	0.3839283446
603	0.3838553354
604	0.3837841573
605	0.3836759829
606	0.3835777361
607	0.3834763207
608	0.3833251219
609	0.3832269148
610	0.3831121755
611	0.3829750372
612	0.3828705858
613	0.3827862923
614	0.3827033086
615	0.3825903748
616	0.3825008551
617	0.3823976447
618	0.3823106445
619	0.3822075561
620	0.3820542161
621	0.3819866606
622	0.3818537672
623	0.3817514254
624	0.3816348532
625	0.3814913049
626	0.3813907681
627	0.3812951753
628	0.3812154956
629	0.381059447
630	0.3809722665
631	0.3808516228
632	0.3807535966
633	0.3806748735
634	0.3805837627
635	0.3805191673
636	0.3804459018
637	0.3802756714
638	0.3802099744
639	0.3801203542
640	0.3800609628
641	0.3799691648
642	0.3798573875
643	0.379777841
644	0.37970677
645	0.3796272952
646	0.3794968972
647	0.3793184341
648	0.3791458086
649	0.3790775314
650	0.3789907101
651	0.3789320841
652	0.3787139507
653	0.3786490258
654	0.3785248221
655	0.3784301914
656	0.3783582107
657	0.3782967864
658	0.3782089136
659	0.3781145522
660	0.3780069333
661	0.3778906238
662	0.3777812662
663	0.3776924935
664	0.3775757582
665	0.3774760774
666	0.3773890363
667	0.3773280976
668	0.3772409569
669	0.377167236
670	0.3770109948
671	0.3769186042
672	0.3768239622
673	0.376730917
674	0.376662131
675	0.3765741599
676	0.3764741068
677	0.3763756248
678	0.3762940758
679	0.3761937908
680	0.3760726719
681	0.3759110773
682	0.3758163526
683	0.3756603413
684	0.375564669
685	0.3754734685
686	0.3753545096
687	0.3752885419
688	0.3752358198
689	0.3751679684
690	0.3750393167
691	0.3749209702
692	0.3747600431
693	0.3746474736
694	0.3745477426
695	0.3743860477
696	0.3742942146
697	0.3741699536
698	0.3740954662
699	0.3740048062
700	0.3738878327
701	0.3737931354
702	0.3737058915
703	0.373593432
704	0.3735176075
705	0.3734572398
706	0.3733696344
707	0.3732832894
708	0.3731946819
709	0.3731396806
710	0.3730547119
711	0.3728982176
712	0.3728016433
713	0.3727201362
714	0.3726179012
715	0.372551266
716	0.3724520621
717	0.372357718
718	0.3722381221
719	0.3721720382
720	0.3721097507
721	0.3720336613
722	0.3719421105
723	0.3718535609
724	0.3717900687
725	0.3716984392
726	0.3716046192
727	0.3715216739
728	0.3714478199
729	0.3713177996
730	0.3711995118
731	0.3710322173
732	0.3709301705
733	0.3708252871
734	0.3707161019
735	0.3706117967
736	0.3705196672
737	0.3704360403
738	0.37030932
739	0.3701958234
740	0.3700489699
741	0.3699393957
742	0.3698449242
743	0.3697943076
744	0.3697174171
745	0.3696432281
746	0.3695786579
747	0.3695005909
748	0.3694191428
749	0.3693499791
750	0.3692508182
751	0.3691891079
752	0.3690858527
753	0.3689633025
754	0.3688685341
755	0.368779122
756	0.3686588019
757	0.3685912517
758	0.3684756121
759	0.3684041157
760	0.3683154552
761	0.3682332644
762	0.3681210497
763	0.36800442
764	0.3678743555
765	0.3677839328
766	0.3676916135
767	0.3676389712
768	0.3675495588
769	0.3674906184
770	0.3673960923
771	0.3673386774
772	0.3672852356
773	0.3672008736
774	0.3670798658
775	0.3670218815
776	0.3669262962
777	0.3668480912
778	0.3667738611
779	0.3666489698
780	0.3665665425
781	0.3664445898
782	0.3663220822
783	0.3662372956
784	0.3661523949
785	0.3660969786
786	0.3660209119
787	0.3659596147
788	0.3658812547
789	0.3657416826
790	0.365640749
791	0.3655538559
792	0.3654567446
793	0.3653777924
794	0.3652793496
795	0.3651906374
796	0.3651296622
797	0.3650146032
798	0.3649216128
799	0.3648320062
800	0.3647368405
801	0.3646721564
802	0.3645882213
803	0.3645268445
804	0.3644386187
805	0.3643809693
806	0.3643208113
807	0.3642573428
808	0.3642078209
809	0.3641254961
810	0.3640437046
811	0.3639706495
812	0.3638834278
813	0.3636926946
814	0.3635765827
815	0.363532943
816	0.3634266414
817	0.3633566207
818	0.3632478188
819	0.3631800667
820	0.3630751819
821	0.3629988563
822	0.3629065724
823	0.3628024722
824	0.3627551843
825	0.3627029775
826	0.3626428822
827	0.3625249544
828	0.3624494711
829	0.362313047
830	0.3622402015
831	0.3621445635
832	0.3620651038
833	0.3619531869
834	0.3618788287
835	0.3618115836
836	0.3616909476
837	0.3616304446
838	0.3615950722
839	0.3615063798
840	0.3614457816
841	0.3613797693
842	0.3613085388
843	0.3611524548
844	0.3609901671
845	0.3609110221
846	0.360846725
847	0.3607904617
848	0.3607284177
849	0.3606365717
850	0.3605314258
851	0.36047055
852	0.3603947048
853	0.360271331
854	0.3602063196
855	0.3601019212
856	0.3600093804
857	0.3599259351
858	0.3598718175
859	0.3597429551
860	0.3596841769
861	0.3596196055
862	0.3595707474
863	0.359504271
864	0.3594353544
865	0.359326896
866	0.359249696
867	0.3591835931
868	0.3591204716
869	0.3589897015
870	0.3589294695
871	0.3587924592
872	0.3586992073
873	0.3585946552
874	0.3585023365
875	0.3583975098
876	0.3583395743
877	0.3582499075
878	0.3581457599
879	0.3580853369
880	0.358025342
881	0.3579330541
882	0.3578613577
883	0.357782731
884	0.3576847696
885	0.3575792697
886	0.3574117936
887	0.3573084158
888	0.3572414893
889	0.357141889
890	0.3570509422
891	0.3569691003
892	0.3568305961
893	0.3567661505
894	0.3567145288
895	0.3566280293
896	0.3565478116
897	0.3564625128
898	0.3563820577
899	0.3563067638
900	0.3562319369
901	0.3561512203
902	0.3560668864
903	0.355986795
904	0.3558352067
905	0.3557350439
906	0.3556732171
907	0.3556318719
908	0.3555776137
909	0.3555079007
910	0.3554310793
911	0.3553629045
912	0.3552893607
913	0.3552210946
914	0.3551199233
915	0.355041944
916	0.3549536744
917	0.3548612645
918	0.3547847376
919	0.3546988662
920	0.3546498914
921	0.3545896446
922	0.3545232946
923	0.3544503376
924	0.3543907157
925	0.3543312922
926	0.3542330801
927	0.3541697107
928	0.3541030499
929	0.3539854217
930	0.3539008264
931	0.3538246942
932	0.3537553427
933	0.3536991498
934	0.353611054
935	0.3535488528
936	0.353474864
937	0.3533933285
938	0.3533445699
939	0.3532779395
940	0.3532193087
941	0.3531165586
942	0.3530345943
943	0.352992394
944	0.3529381764
945	0.3528543826
946	0.3528049101
947	0.3527422917
948	0.3526797131
949	0.352604308
950	0.3524989417
951	0.3524557555
952	0.3523833451
953	0.3523168446
954	0.3522126075
955	0.3521364645
956	0.3520630011
957	0.3520096269
958	0.3519392929
959	0.3518328506
960	0.3517184031
961	0.3516535583
962	0.351573688
963	0.3515351805
964	0.351464592
965	0.3514063499
966	0.3513481224
967	0.3512508512
968	0.3512123463
969	0.3511461133
970	0.3510595234
971	0.3509509671
972	0.3508888029
973	0.3508093883
974	0.3507057953
975	0.3506194731
976	0.3505514951
977	0.3505009842
978	0.350425816
979	0.3503388152
980	0.3502789198
981	0.3502191845
982	0.3501423374
983	0.3500717613
984	0.3500181829
985	0.3499537854
986	0.3498120487
987	0.3496920101
988	0.3495585048
989	0.3495071541
990	0.3494414112
991	0.3493643249
992	0.3492927709
993	0.3492077272
994	0.3491230548
995	0.3490316594
996	0.3489596207
997	0.3488415309
998	0.3487566112
999	0.3486993113
